11	73.16667
12	106.66667
22	126.16667
24.5	42.28571
29.5	143
36.5	119.64286
43	33.5
47.5	161.28571
49.5	113.5
62	30.33333
62	176
68.5	102.21429
69	228.66667
70	206.91667
76.5	188.07143
80.5	30.42857
83.5	261.78571
85.5	85.92857
88.5	199.64286
96	61.75
99.5	35.28571
102	277.25
104	210
118.5	36.71429
120.5	288.71429
122.5	221.35714
137.5	41.42857
139.5	299.64286
141.5	231.07143
156	46.5
158.5	313.64286
160.5	240.07143
175	51.5
177.5	334.14286
179	248.33333
193.5	55.28571
194	254.41667
196	357.66667
212.5	57.64286
213.5	381.57143
230	405.83333
231.5	57.07143
245.5	430
245	989.66667
250.5	51.5
258	950.75
258	1025.16667
260	454.41667
269	42
274.5	478.85714
277	932.25
277	1041.08333
278	195.25
279	163.41667
280	222.58333
283.5	142
283	1233.33333
288	31.25
288	248
288.5	503.07143
289	124.41667
295.5	919.14286
295.5	1047.57143
296	1195.25
296.5	1267.42857
301.5	272.5
302.5	527.92857
303	99.83333
306.5	21.35714
314.5	908.35714
314.5	1046.35714
314.5	1177.5
315.5	1284.64286
316	191.08333
316	552.08333
317.5	173.92857
318	210.08333
319.5	289.21429
322	84.33333
325.5	15.14286
325.5	230.14286
328	153.75
330	576.75
333.5	898.57143
333.5	1040.14286
333.5	1165.42857
334	1294.91667
338.5	293.85714
340.5	81.14286
341.5	237.57143
343.5	601.28571
344.5	14.14286
346.5	154.78571
350	227.16667
352.5	889.14286
352.5	1031.78571
352.5	1155.07143
353	1300.5
356.5	625.5
357	210.5
357	287.41667
358	184.08333
359.5	89.07143
363	18.08333
366	868.41667
369	649.66667
371	1023.5
371	1145.75
371.5	1302.07143
374.5	269.78571
376	107.91667
376	830.16667
381.5	674.28571
382	25.08333
385	797.16667
386.5	245.42857
387.5	131.92857
389	691.91667
390	762
390	1014
390	1136.5
390.5	1301
394	158.83333
394	219.75
396	184.08333
393.34244	741.96532
397	199.58333
397	708.75
401	34.41667
407	727.25
408.5	1001.21429
408.5	1126.57143
409.5	1297.5
414	746.08333
419.5	45.42857
425	773.16667
439.98369	81.31775
427.5	986.07143
427.5	1115
428	1292.33333
434	797.5
438	57.08333
442	822.41667
446.5	968.85714
446.5	1098.71429
447	1285.25
449.5	847.78571
455.5	871.92857
457.5	35
461	896.83333
461	1076.33333
465	921.91667
465.5	957
466	1277.16667
470	1050.58333
472	972.83333
473	1023.5
474	998.16667
476	20.41667
480	184.33333
484.5	1268
495	18.16667
498	176.33333
503.5	1257.85714
513.5	23.71429
522.5	1247
524	156.83333
532.5	36.85714
534.5	139.92857
540	163.33333
541	1235.83333
544	120.33333
546.5	56.5
551.5	98
553	78
555	166
560	1224.25
574	170.5
578.5	1212.42857
592.5	175.35714
597.5	1200.92857
611.5	180.14286
616.5	1189.5
630.5	185.14286
635.5	1178.64286
649.5	190.28571
654	1166.83333
668	195.66667
673	1152.5
687	201.5
691.5	1135.35714
705.5	207.35714
710.5	1115.07143
724.5	213.5
728.5	1092
743.5	220
744	1068.25
757	1044.08333
762.5	227.28571
768	1019.66667
776	995.66667
781	235.33333
782.5	972
788	947.66667
793.5	922.92857
799	897.08333
800	245.25
803	872
806	846.16667
809	829.75
811	801
816	762.08333
818.5	254.78571
818	736.91667
820	707.91667
822	680.83333
829	804.5
837.5	258.92857
848	808.41667
856.5	258.21429
866.5	811.71429
875.5	254.5
885.5	814.57143
894	248.16667
904.5	817.07143
913	240.25
923.5	818.57143
931.5	231
942	819.5
950.5	220.57143
961	818.91667
969.5	210.07143
979.5	815.5
986	1004.16667
988	199.16667
994	1043.08333
998.5	809.92857
999	970.41667
1007	188.16667
1009	1061.66667
1017.5	808.57143
1018	959.91667
1025.5	177.42857
1025	842.25
1027.5	1069.5
1034.5	868.35714
1036	794.83333
1036.5	952.42857
1044.5	167
1046.5	1071.07143
1049	890.25
1055	786.41667
1055	940.83333
1058	1195.5
1062.5	914
1063.5	156.92857
1065.5	1068.35714
1069	1156.66667
1070.5	1230.35714
1074	777.25
1076	753.58333
1077	714.25
1082.5	147.64286
1082	677.08333
1084.5	795
1084	1062.66667
1086	1138
1087.5	648.92857
1089	1249
1093	624
1098	599.08333
1101	139.33333
1101	827.66667
1103	1054.25
1104.5	1124.42857
1105	573.83333
1107.5	1261.35714
1112	547.83333
1117	535.5
1117	851.5
1120	131.5
1121.5	1043.35714
1123.5	1112.92857
1126.5	1269
1135.5	874.78571
1139	125.25
1140.5	1029.85714
1142.5	1101.85714
1145.5	1273.14286
1154.5	897.21429
1157.5	119.85714
1158.5	1009.35714
1161.5	1090.42857
1164.5	1274.07143
1173.5	919.64286
1174.5	985.07143
1176.5	115.57143
1180	1077.25
1182	931.08333
1183	1272.16667
1180.77102	961.13551
1193	946.41667
1195.5	113.14286
1199	1059.33333
1202	960
1202	1267.75
1210	979.16667
1213	1033.83333
1214	112
1214	993.41667
1217	1012.75
1220.5	1261.35714
1233	112.5
1239.5	1252.5
1251.5	114.78571
1258.5	1242.07143
1270.5	119.21429
1277.5	1229.5
1289.5	125.42857
1296	1215.08333
1308.5	133.92857
1315	1198.58333
1327	144.91667
1333.5	1180.21429
1346	157.91667
1352.5	1159
1364.5	173.92857
1371	1135.83333
1383.5	194.21429
1387	1112.16667
1397	818
1398	855.16667
1399	781.83333
1399.5	1087.85714
1400	882.83333
1401	217.25
1402	757.58333
1404	911.08333
1407	732
1407	936.83333
1408	1062.5
1410	962.58333
1412.5	1039
1413	708
1413	990.5
1414	1015.33333
1416.5	241.5
1420	683.58333
1428	659.25
1429.5	265.92857
1436	635.16667
1441	291
1444	611.25
1450	314.91667
1451	587.66667
1458	339.16667
1459	562.91667
1465	364
1465	537.58333
1470	388.83333
1471	511.5
1474	416.5
1475	484.66667
1477	442.41667
1477	465.08333
