3.230769231	-386.6538462
10.81818182	-416.8181818
11.5	-353.75
25	-333.1176471
26	-438.7105263
44	-313.6666667
46	-456.2619048
65	-298.2619048
67	-466.0952381
86	-287.0238095
88	-464.9761905
107	-279.3571429
109	-455.047619
128	-274.9761905
130	-440.3571429
149	-274.4761905
141.5	-432.5
170	-278.7619048
191	-288.5238095
212	-304.3809524
229.5	-324.6428571
241.5	-345.55
250	-367
256.4285714	-390.5714286
260	-410.4375
263.5	-431.3333333
265.6666667	-453.1666667
267.4285714	-476.8571429
268.5714286	-501.9285714
269.5555556	-533.6666667
269.875	-567.75
270.8888889	-599.3333333
272.4444444	-631.9444444
274.8	-662.8
277.5	-686.0833333
281.8888889	-709.1111111
287	-730.8888889
296	-754.8333333
306.5	-777.0833333
320.5	-798.125
339	-817.6428571
336.5	-403.3
337.7142857	-368.2857143
335	-451
338.4285714	-341.6428571
339.5	-317
341.4444444	-287.5
343.8	-254.8
345.5	-225.5833333
347.5	-203.1666667
349.625	-179.5
352.9	-153.1
360	-833.3809524
355.5	-125.0833333
358.5714286	-102.3571429
362.8888889	-78.88888889
366.75	-56.8125
373.5	-30.8125
381	-846.3095238
387.5	-20.375
402	-857.452381
400.25	-52.1875
404	-73.375
407.5	-94.58333333
410.5	-116.75
412.6666667	-141.8888889
415.2857143	-165.9285714
423	-867.1190476
417.5	-188.5
419.5	-211.25
420.6666667	-234.0833333
422.5	-257.125
424.5	-285.1875
426.2857143	-314
427.625	-343.25
429.5	-375.05
431.5	-412.7
433.5	-451.85
435.7142857	-482.2142857
444	-875.3809524
437.2857143	-506.8571429
439.4444444	-532.7222222
442.5714286	-561.2857143
444.5	-586.75
446.5	-609.25
448.5	-631.0833333
450.5	-651.9166667
452.4285714	-673.3571429
455.3333333	-698.1111111
465	-882.547619
458.7777778	-724.4444444
462.5	-749.8333333
465.5714286	-772.1428571
469.8888889	-795.9444444
474.9	-818.3
486	-888.6666667
490	-833.952381
507	-893.7857143
503.7	-807.35
507.5714286	-782.2857143
511.875	-755.875
514.7142857	-732.5714286
517.6666667	-706.8888889
520.5714286	-678.9285714
528	-897.952381
523	-652.8571429
524.5	-632.0833333
526.75	-609.25
528.75	-582.125
530.7142857	-555.4285714
532.5	-527.8125
534.5	-499.375
536.375	-469.625
538.5	-442.5
540.5	-419.9166667
549	-901.3333333
542.5	-396
544.7142857	-374.4285714
546.75	-350.3125
548.75	-324.125
550.75	-297.5625
552.75	-270.4375
554.75	-243.4375
556.75	-217.4375
559	-190.2777778
560.5	-162.75
562.5	-139.5
570	-903.8571429
564.625	-115.125
567.6666667	-88.33333333
570.5714286	-59.5
574.6666667	-36
588	-13.85714286
591	-905.5714286
601.4285714	-44.57142857
605.5	-65.95
612	-906.5
610	-88.5
614	-111.125
617.5714286	-134
621.4285714	-156.5
624.5	-178.75
633	-906.8809524
627.5	-199.75
630.5	-221.5833333
633.5	-244.1666667
636.5	-267.0833333
639.5	-290.5833333
642.5	-314.5
645	-340.25
654	-905.9761905
647.6666667	-364.2222222
650.6666667	-389.4444444
653.6666667	-414.9444444
656.6666667	-440.7777778
659.6666667	-466.8888889
662.25	-492.5625
665.3333333	-520.1111111
675	-904.5714286
668.375	-549.0625
670.5	-573.5
672.5	-594.5
674.5	-615
676.4285714	-637.2142857
679.3333333	-663.8888889
682.3333333	-692.0555556
685.7	-720.15
696	-902.3809524
689.5	-745.8333333
692.5	-767.3333333
695.5714286	-788.3571429
700	-811.95
707.4	-835.35
717	-899.3809524
723	-844.952381
738	-895.4761905
737.1111111	-815.4444444
741.8888889	-792.6111111
745.5714286	-768.7857143
749.4285714	-745.1428571
759	-890.7380952
753	-720.1428571
756.125	-698.125
758.625	-674.625
761.6666667	-648.0555556
764.6666667	-618.1666667
767.5714286	-590.3571429
769.5	-566.75
771.5	-544.3333333
780	-884.952381
773.5	-521.0833333
775.7142857	-499.9285714
777.7142857	-475.7857143
779.5	-448.3125
781.5	-417.75
783.5	-388.125
785.5	-359.5625
787.5555556	-330.1111111
789.75	-302.4375
791.5714286	-274.8571429
793.5	-249.1666667
801	-878.1190476
795.5	-226.4166667
797.7142857	-202.7857143
799.7142857	-179.6428571
803	-153.6
805.4285714	-126
808.5	-101
811.5714286	-78.85714286
822	-870.2380952
816.3636364	-54.04545455
820.5	-30.16666667
834	-7.928571429
843	-861.047619
847.5	-27.08333333
852.625	-50.4375
856.8888889	-71.77777778
864	-850.3809524
861	-95.9375
864.5714286	-119.7142857
868.4285714	-143.8571429
871.5	-167.6666667
874.5	-190.5
877.5	-214.3333333
885	-838
880.5	-238.5
883.5	-262.8333333
886.5	-287.1666667
889.5	-311.25
892.5	-335.1666667
895.5	-358.0833333
898.5	-380.1666667
906	-823.547619
901.5714286	-402.5
905.5	-425.75
914	-463.75
926.5	-806.15
943.5	-785.6071429
955.5	-764.95
964	-744.1428571
971.1111111	-723.0555556
975.5	-428.55
974.6666667	-460.8333333
976	-698.2777778
976	-484.5714286
977.4285714	-394.5714286
976.5714286	-511.2142857
978.5555556	-542.0555556
978.5	-675.9166667
979.2857143	-571.6428571
981.5	-367.65
980.5	-605.25
980.5	-644.35
978	-661
985.5	-345.3333333
992.5	-323.25
1002.5	-301.9583333
1018	-280.2105263
1038	-261.9047619
1059	-249.547619
1080	-242.8571429
1101	-241
1122	-242.2857143
1127	-399.2857143
1143	-246.7380952
1148	-416.6428571
1164	-253.9761905
1169	-429.1666667
1185	-264.1428571
1190	-433.0238095
1206	-278.0238095
1211	-423.9047619
1226	-296.5
1230	-406.0588235
1241.5	-317.7916667
1243.6	-384.3
1251	-342.1428571
1250.428571	-365.0714286
980.63	-635.47
