2.50	652.50
10.50	599.59
11.00	699.54
24.50	568.26
26.50	730.71
44.50	537.57
49.00	761.33
71.00	507.08
77.50	790.37
101.50	479.19
108.50	815.29
132.50	457.65
139.50	831.63
163.50	448.66
170.50	836.84
194.50	447.50
201.50	838.32
225.50	446.27
232.50	841.87
256.50	435.44
263.50	854.87
285.00	409.81
292.50	880.74
307.00	378.44
315.50	912.05
322.50	347.00
332.50	943.23
334.50	315.27
344.50	282.78
346.50	974.73
353.00	250.88
364.50	501.52
365.50	578.23
368.50	712.29
368.50	788.58
359.00	1006.88
361.00	218.50
369.00	186.00
370.50	1038.14
377.50	153.17
382.00	1069.58
395.50	491.85
396.50	587.68
387.00	121.30
399.50	702.63
394.50	1101.35
399.00	89.46
409.00	1132.84
416.00	56.88
426.50	487.92
427.50	591.37
430.50	698.81
427.50	1164.17
441.50	26.85
448.50	525.85
447.50	558.17
453.50	1193.35
454.50	738.69
457.50	488.45
458.50	590.69
461.50	699.31
472.50	8.23
468.50	540.50
484.50	1212.65
488.50	493.60
489.50	585.44
492.50	704.40
492.50	796.52
503.50	1.84
515.50	1219.94
519.50	505.42
520.50	573.31
523.50	716.19
523.50	784.66
534.50	4.77
546.50	1218.53
543.00	529.09
541.00	557.60
547.00	739.97
544.50	769.00
565.50	20.00
577.50	1207.47
593.00	47.13
608.50	1184.98
613.50	78.18
629.00	108.96
636.00	1154.65
642.50	140.96
657.50	1123.71
655.00	173.71
661.00	778.96
664.50	449.31
666.50	205.27
676.00	1092.61
678.00	236.96
688.00	747.42
693.50	479.89
690.00	268.25
693.50	1060.62
703.00	299.07
710.00	1029.34
718.50	721.18
724.50	503.48
718.50	330.35
726.50	998.29
738.50	362.04
749.50	701.58
744.50	966.34
755.50	519.26
765.50	391.13
764.50	934.43
780.50	687.47
786.50	528.82
788.00	903.33
796.50	409.87
811.50	677.55
816.50	874.97
817.50	533.48
827.50	416.52
842.50	671.19
847.50	854.90
848.50	534.24
858.50	405.65
873.50	667.82
878.50	844.76
879.50	532.03
883.50	376.45
904.50	666.94
901.50	344.50
909.50	846.52
910.50	527.71
920.00	311.78
935.50	668.52
939.50	868.00
941.50	522.08
945.50	282.27
966.50	672.24
966.50	900.16
972.50	515.68
976.50	271.63
994.50	931.50
997.50	677.94
1003.50	509.34
1006.50	287.93
1025.50	948.16
1028.50	685.52
1034.50	503.79
1029.00	319.91
1039.50	351.50
1042.00	397.13
1056.50	939.61
1054.50	693.17
1061.50	418.73
1080.00	909.19
1092.50	417.13
1082.50	853.56
1089.00	877.95
1113.50	793.50
1123.50	414.00
1144.50	797.97
1145.50	429.85
1154.50	463.90
1166.00	503.72
1168.50	786.09
1175.59	707.73
1190.50	513.77
1177.00	754.25
1195.50	669.68
1221.50	514.50
1226.50	647.81
1252.50	514.50
1257.50	631.15
1283.50	514.50
1288.50	618.56
1314.50	514.50
1319.50	608.98
1345.50	514.00
1350.50	602.05
1376.50	513.50
1381.50	597.31
1407.50	513.26
1412.50	594.65
1438.50	512.98
1443.50	593.50
1469.50	513.47
1474.50	594.23
1500.50	514.56
1505.50	596.44
1531.50	516.73
1536.50	600.08
1562.50	520.35
1567.50	605.06
1593.50	525.60
1598.50	611.52
1624.50	532.81
1629.50	619.40
1655.50	542.26
1660.50	628.81
1686.50	554.10
1691.50	639.68
1717.50	568.39
1722.50	652.66
1748.50	585.26
1753.50	669.77
1779.50	604.65
1784.50	692.40
1810.50	627.42
1813.50	720.50
1841.50	654.82
1836.50	751.16
1852.00	782.33
1853.00	847.00
1866.50	925.55
1869.50	685.52
1860.50	815.39
1892.00	716.40
1897.50	951.26
1910.00	747.41
1924.00	778.25
1934.50	809.94
1942.00	840.67
1947.50	872.20
1951.90	910.30
1954.00	938.38
339.16	564.56
326.52	539.28
340.21	515.06
409.73	549.81
426.58	558.24
409.73	528.75
430.79	522.43
462.39	551.92
437.11	735.19
413.94	743.62
416.05	763.63
441.33	771.00
465.55	763.63
472.92	746.78
339.16	768.90
331.78	741.51
348.64	720.45
1843.25	867.91
1827.45	890.02
1843.25	907.93
1068.03	816.29
1085.93	791.02
393.93	799.44
423.42	804.71
449.75	806.81
473.98	802.60
1914.87	963.75
1934.88	981.66
1954.89	965.86
1951.73	985.87
