8.50	1496.45
24.50	1465.38
27.50	1518.02
45.50	1448.86
48.50	1521.36
66.50	1431.83
69.50	1518.93
87.50	1416.45
90.50	1511.55
108.50	1401.74
111.50	1499.48
124.50	1381.95
132.50	1482.81
135.00	1360.70
145.00	1339.85
152.50	1463.05
155.00	1318.80
165.00	1297.00
171.00	1442.11
174.50	1275.39
183.00	1254.75
188.50	1421.29
190.50	1234.07
199.00	1210.35
205.00	1400.84
205.50	1190.29
211.50	1168.63
217.50	1146.38
220.00	1379.89
222.80	1124.95
235.50	1107.83
233.50	1358.88
246.00	1337.92
256.50	1111.57
258.00	1316.75
269.50	1295.45
277.50	1113.12
280.50	1274.41
291.00	1253.65
298.50	1108.50
301.00	1232.95
311.00	1212.00
319.50	1099.19
326.50	1185.83
340.50	1086.48
347.50	1183.81
368.50	1186.67
365.73	711.20
369.59	743.23
375.00	680.38
377.50	766.36
383.25	790.46
389.50	1189.00
390.00	660.64
390.80	838.40
392.00	1027.95
399.50	886.00
411.29	647.96
410.50	1190.76
407.36	954.57
412.57	699.68
414.00	674.25
416.75	735.13
431.50	1192.07
432.50	756.12
452.50	1193.00
453.50	764.86
474.50	765.40
494.50	1191.60
495.50	760.14
516.50	750.60
536.50	1185.48
537.50	738.17
542.44	33.47
551.50	71.52
558.50	724.17
562.50	36.79
572.50	83.48
578.50	1168.10
579.50	709.74
583.50	39.93
593.50	94.17
599.50	1150.57
600.50	695.83
604.50	42.43
614.50	103.00
618.50	1129.65
621.50	683.55
625.50	44.26
635.50	108.33
634.50	1108.17
642.50	673.90
646.50	45.00
648.50	1086.81
656.50	110.00
663.50	667.62
665.50	1069.42
667.50	43.79
677.50	109.29
677.50	775.76
684.50	665.90
688.50	41.24
683.00	1023.65
698.50	106.50
698.50	779.33
693.00	1002.35
698.50	1067.14
705.50	668.76
702.50	981.06
709.50	37.43
719.50	103.10
719.50	782.52
719.50	1062.57
726.50	675.57
730.50	32.86
726.00	915.44
740.50	100.21
740.50	785.45
733.50	893.50
740.50	1056.26
746.50	949.00
747.50	684.55
741.50	871.00
751.50	27.74
747.50	859.17
761.50	99.00
761.50	788.05
761.50	1046.69
767.50	949.76
768.50	694.05
772.50	22.36
782.50	97.86
782.50	790.24
779.00	1030.43
788.50	950.12
789.50	702.52
793.50	17.14
791.40	1007.55
803.50	95.67
803.50	792.12
810.50	708.10
814.50	12.31
824.50	92.57
824.50	793.57
830.50	952.67
831.50	709.29
835.50	8.26
845.50	89.36
845.50	794.64
851.50	954.88
852.50	703.83
856.50	5.17
866.50	86.83
866.50	795.00
872.50	958.05
873.50	689.67
877.50	3.55
887.50	86.00
887.50	795.00
893.50	963.52
892.00	669.25
898.50	4.02
908.50	88.14
908.50	794.79
919.50	6.60
925.00	626.75
929.50	94.81
929.50	793.57
935.50	987.81
940.50	10.60
950.50	108.48
950.50	791.60
961.50	15.50
963.50	585.21
967.00	127.29
971.50	788.76
977.50	1002.00
971.04	243.62
974.50	212.11
975.71	278.14
982.50	21.17
976.25	149.94
977.80	185.75
977.50	167.17
992.50	784.81
1001.50	543.76
1003.50	27.36
1007.00	344.92
1013.50	779.29
1019.50	996.93
1020.50	522.79
1024.50	34.12
1026.27	123.08
1034.50	771.83
1030.71	157.00
1039.50	501.66
1047.50	179.40
1047.50	407.27
1055.50	761.43
1058.50	480.55
1061.50	983.50
1063.00	428.47
1068.50	183.05
1076.50	745.76
1077.00	459.21
1073.50	443.35
1087.50	41.81
1086.07	167.79
1093.50	724.23
1095.25	111.19
1095.83	144.78
1103.50	962.95
