43.83	176.66
45.43	682.79
47.18	109.49
54.31	742.13
62.82	71.91
63.70	640.14
66.17	193.78
79.11	614.58
86.17	215.29
87.94	782.77
99.34	51.96
115.79	794.38
120.30	583.13
125.77	234.98
139.03	814.30
142.23	256.93
142.09	45.02
150.50	561.89
166.69	384.72
166.26	828.48
167.00	60.77
174.30	275.33
186.21	528.25
191.82	344.33
190.94	432.34
193.50	86.00
193.57	314.68
200.13	495.18
213.21	451.98
218.18	106.52
218.18	843.52
232.91	132.56
242.40	990.77
242.12	965.03
246.88	863.53
246.92	931.25
250.03	1031.03
251.00	1081.22
254.00	1117.66
256.82	178.50
264.50	830.38
262.50	885.59
270.79	771.57
270.69	802.32
276.21	1152.36
279.30	742.89
282.24	708.84
282.82	378.61
286.03	407.79
290.15	207.25
290.15	672.76
290.79	445.55
298.67	641.67
299.34	334.67
308.30	583.96
310.44	532.06
310.19	1179.36
311.27	617.71
313.94	223.21
315.75	554.92
327.85	329.17
333.82	454.05
345.24	358.33
347.26	237.09
352.66	423.65
359.00	1185.60
361.06	383.76
389.50	1162.50
397.00	253.12
427.00	1148.36
442.63	252.48
450.88	1182.36
478.30	239.37
489.50	1189.99
506.00	357.20
509.29	385.36
513.50	429.18
516.50	1174.21
528.26	233.74
536.56	572.25
536.97	544.94
538.31	619.13
542.07	320.51
542.85	447.75
543.94	1158.91
546.89	681.17
548.85	650.77
553.26	218.03
555.67	731.34
562.03	1125.54
569.13	773.79
570.17	196.47
574.44	799.53
574.88	338.11
576.66	1075.86
577.30	1105.67
578.00	428.07
578.18	834.15
581.00	1034.56
586.57	378.60
586.57	874.28
588.17	908.75
588.62	941.34
591.78	163.32
591.63	997.66
607.30	137.90
606.66	853.62
630.26	85.37
636.31	484.25
635.79	847.05
643.83	455.33
645.63	58.08
649.24	528.53
650.18	322.87
663.12	423.52
664.71	834.57
667.13	276.44
667.31	350.29
671.79	45.74
676.25	400.07
684.10	560.32
703.24	248.63
705.00	39.88
716.94	590.89
723.63	814.03
730.26	220.84
740.00	618.91
744.13	41.24
759.34	797.32
765.00	205.45
771.00	646.66
781.81	73.27
790.74	181.16
797.22	666.25
799.50	762.65
811.86	143.30
813.44	727.76
813.70	698.12
815.56	107.68
