-3.5	567.9642857
-9.818181818	645.0909091
-33	492.7647059
-23	700.2
-41.5	752.3409091
-69	804.6515152
-75	526.6818182
-111	853.0784314
-105.5	581.1071429
-136.5	633.3382353
-162	881.0490196
-179	684.5
-213	884.2352941
-230	714.745098
-232	439.7937788
-260	352.3777778
-252.9090909	892.9288752
-243.3076923	972.0532544
-266	511.2647059
-258.5	1032.5
-281	711.245098
-295	1082.519608
-308	321.5588235
-317	545.2745098
-332	683.3137255
-346	1117.588235
-335.5	1671.9375
-354	471.254902
-359	317.3823529
-368	568.5392157
-352.5	1618.388889
-383	652.872549
-372	1567.047619
-397	1124.392157
-388.6111111	947.875
-405	478.754902
-394	846.2391304
-393.5	1515.113636
-410	338.2058824
-419	586.5392157
-415.5	1463.5
-431	828.4411765
-420	1005.982759
-438.7878788	1109.07506
-437	1412.904762
-450	464.3717949
-441	1046.734818
-451.5	373.078125
-476.6216216	598.5810811
-457.5	1362.475
-473	875.1818182
-485	679.3921569
-471.5	420.3214286
-477	1310.868421
-494.5	1258.5
-500	925.1428571
-521	599.6764706
-509	1206.230769
-525.1111111	303.8531025
-536	718.5490196
-516.5	974.2083333
-520.1111111	1153.777778
-525.5	1026.833333
-539.5	206.25
-526.5	1104.0625
-537.1612903	1574.200722
-529.5	1062
-546	1487.269231
-570	346.4901961
-572	588.8235294
-562	1642.54
-560	1435.566667
-581	161.3235294
-580	766.6216216
-575	1383.766667
-591.5	1694.264706
-590.5	1331.5
-619	341.5638298
-623	559.0882353
-611.5	817.3653846
-606	1278.366667
-632	135.9117647
-634	1741.235294
-620	1227.153846
-633.5	866.4722222
-632.5	1175.416667
-643	1122.166667
-647.2	277.25
-646.5	915.6875
-651	1069.375
-669	513.097561
-661	668.96
-653.5	970.3333333
-652.5	243.5
-654	1020.7
-683	143.872549
-685	1757.921569
-678	1597.394737
-684	722.9047619
-695	1541.933333
-703.5	462.7321429
-704.5	774.65
-709.5	1490.607143
-719.5	185.7045455
-736	1735.833333
-723.5	825.9444444
-723.5	1438.25
-734.5	234.375
-736.5	1386
-741	877.0882353
-739	364.3333333
-741.6666667	326.3333333
-748.5	1333.416667
-756.5	928.2857143
-759.5	1279.7
-781.5	1689.7125
-769.5	979.7916667
-768.5	1228.8125
-776.25	1178.125
-779	1034.714286
-781.3333333	1121.944444
-784	1075.833333
-788.7272727	502.3636364
-789.2857143	576.7857143
-791.75	423.9375
-793.1111111	637.3333333
-797	365
-798.3636364	703.9545455
-805.5	310.75
-815	1641.722222
-806	764.2857143
-815.5	825.5833333
-818	258.1
-829.5	873.65625
-836	205.5714286
-835	1587
-844.5	924.6071429
-848.5	1534.535714
-861.5	153.6333333
-858	976.2692308
-862	1481.615385
-870	1029.181818
-874	1428.590909
-879.5	1080.25
-899	102.1
-883.5	1375.375
-886.5	1130.333333
-891.1	1318.85
-891.6666667	1189.222222
-894.3333333	1251.583333
-892	1282
-947	58.79411765
-936.4285714	438.5714286
-940	377.4285714
-943	708.2777778
-952	320.8235294
-952.5	761.5
-963	815.4090909
-977	269.6060606
-974	868.8181818
-998	29.59803922
-985	919.7727273
-1007	611.254902
-1008	518.5980392
-996.5	971.4583333
-1018.5	218.69
-1008.5	1024.083333
-1020.5	1076.708333
-1049	11.7745098
-1032.5	1129.375
-1058	630.3137255
-1059	491.8431373
-1044	1180.863636
-1069	177.8333333
-1055	1232.318182
-1065.5	1285.8
-1083	1340.88
-1100	3.647058824
-1109	632.4803922
-1110	470.0490196
-1120	155.4901961
-1110.5	1390.216667
-1151	8.117647059
-1142	1441.636364
-1160	623.9803922
-1161	446.4803922
-1171	166.6666667
-1178	1492.961538
-1202	18.15686275
-1211	608.2156863
-1201.5	405.3333333
-1209.5	216.0961538
-1223	1541.382353
-1223.5	353.9642857
-1229.5	265.3928571
-1253	35.29411765
-1232.5	319
-1239.5	949.9659091
-1252.5	605.09375
-1243.5	868.4166667
-1253.5	1036.204545
-1250	814
-1274	1563.647059
-1257	761.2142857
-1264.555556	703.0555556
-1290	1067.617647
-1269.333333	659.3333333
-1304	64.52941176
-1315	1536.048387
-1317	1239.69697
-1341	1065.343137
-1348	108.4864865
-1338	1483.733333
-1342.5	1292.5
-1350.5	1432.95
-1357.5	1351.931435
-1357.5	1399.75
-1378	159.5217391
-1390	1034.095745
-1399	212.0789474
-1414.5	260
-1424	982.047619
-1422.363636	325.5649351
-1429.5	389.8333333
-1435.5	440.3333333
-1441	930.1153846
-1441.5	492.8333333
-1447.428571	552.6428571
-1451.111111	603.1111111
-1451.777778	873.3333333
-1455.428571	655
-1457.444444	817.9444444
-1457.857143	716.8571429
-1459	763.625
-939.0854271	484.3082077
-927.2730318	537.4639866
-927.2730318	602.4321608
-933.1792295	655.5879397
-992.241206	564.041876
-440.0117253	655.5879397
-643.7755444	313.0284757
-741.2278057	295.3098827
-738.2747069	259.8726968
-735.321608	401.6214405
-717.6030151	437.0586265
